stage,trial,metric_scope,prediction_horizon_min,test_rows,target_mean,mae,relative_mae,r2,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,min_child_weight,reg_alpha,reg_lambda
optuna,15,validation,30.0,10182,0.24292622524049884,0.026217523138800717,0.10792380737339152,0.9417129170089751,1200,6,0.009438645681454236,0.7,0.75,12,0.1,0.5
optuna,15,validation,45.0,10105,0.24047493207258544,0.03082432510428317,0.12818103258671093,0.9249753626403452,1200,6,0.009438645681454236,0.7,0.75,12,0.1,0.5
optuna,15,validation,60.0,10084,0.24538690556167989,0.036885096468620336,0.15031403727184206,0.9080404145098216,1200,6,0.009438645681454236,0.7,0.75,12,0.1,0.5
optuna,15,validation,90.0,9989,0.23830317805463633,0.04443446227819771,0.18646189547673642,0.8856587996153711,1200,6,0.009438645681454236,0.7,0.75,12,0.1,0.5
optuna,15,validation,120.0,9948,0.24625713515464295,0.05078722822315444,0.2062365754042473,0.8721616435681262,1200,6,0.009438645681454236,0.7,0.75,12,0.1,0.5
optuna,16,validation,5.0,10033,0.24673761397355856,0.014249919384771877,0.057753332194818735,0.9719888336263258,1200,8,0.01789872272757158,0.8,0.8,12,0.5,15.0
optuna,16,validation,10.0,10226,0.24492056776600468,0.018760988439704643,0.07660029784688706,0.9508355752015523,1200,8,0.01789872272757158,0.8,0.8,12,0.5,15.0
optuna,16,validation,15.0,10050,0.24787172644001382,0.019594998040672343,0.0790529776110404,0.9591562967306909,1200,8,0.01789872272757158,0.8,0.8,12,0.5,15.0
optuna,16,validation,20.0,10014,0.24464012772246985,0.02103142546890664,0.08596882966299617,0.9558179050717024,1200,8,0.01789872272757158,0.8,0.8,12,0.5,15.0
optuna,16,validation,30.0,10182,0.24292622524049884,0.025642018435119082,0.10555475601587802,0.941159816984333,1200,8,0.01789872272757158,0.8,0.8,12,0.5,15.0
optuna,16,validation,45.0,10105,0.24047493207258544,0.03039426072139867,0.12639263668540887,0.9264673728515427,1200,8,0.01789872272757158,0.8,0.8,12,0.5,15.0
optuna,16,validation,60.0,10084,0.24538690556167989,0.03631132326538506,0.1479757983918092,0.9094977091255784,1200,8,0.01789872272757158,0.8,0.8,12,0.5,15.0
optuna,16,validation,90.0,9989,0.23830317805463633,0.04390832754307948,0.18425405779948312,0.8869060475550806,1200,8,0.01789872272757158,0.8,0.8,12,0.5,15.0
optuna,16,validation,120.0,9948,0.24625713515464295,0.050859964082281765,0.20653194089317678,0.873790412408066,1200,8,0.01789872272757158,0.8,0.8,12,0.5,15.0
optuna,17,validation,5.0,10033,0.24673761397355856,0.014270346223070617,0.05783611988968933,0.9719310938394816,1200,9,0.008309221030656361,0.7,0.9,7,0.0,8.0
optuna,17,validation,10.0,10226,0.24492056776600468,0.018631286430356022,0.07607073019753986,0.9509850725474168,1200,9,0.008309221030656361,0.7,0.9,7,0.0,8.0
optuna,17,validation,15.0,10050,0.24787172644001382,0.0194357081136866,0.07841034712924444,0.9591826732986986,1200,9,0.008309221030656361,0.7,0.9,7,0.0,8.0
optuna,17,validation,20.0,10014,0.24464012772246985,0.021018217370584614,0.08591483975363426,0.9553405136896995,1200,9,0.008309221030656361,0.7,0.9,7,0.0,8.0
optuna,17,validation,30.0,10182,0.24292622524049884,0.025552502150884487,0.10518626437136341,0.9411996990331575,1200,9,0.008309221030656361,0.7,0.9,7,0.0,8.0
optuna,17,validation,45.0,10105,0.24047493207258544,0.03035665721626478,0.12623626485567263,0.9259241506188928,1200,9,0.008309221030656361,0.7,0.9,7,0.0,8.0
optuna,17,validation,60.0,10084,0.24538690556167989,0.03607357564479506,0.14700692998358744,0.9102908504767867,1200,9,0.008309221030656361,0.7,0.9,7,0.0,8.0
optuna,17,validation,90.0,9989,0.23830317805463633,0.04381240574390686,0.1838515377829409,0.8869803004675736,1200,9,0.008309221030656361,0.7,0.9,7,0.0,8.0
